LP,Substancja czynna,Nazwa  postać i dawka leku,Zawartość opakowania,Numer GTIN lub inny kod jednoznacznie identyfikujący produkt,Termin wejścia w życie decyzji,Okres obowiązywania decyzji,Grupa limitowa,Urzędowa cena zbytu,Cena hurtowa brutto,Wysokość limitu finansowania,Oznaczenie załącznika zawierającego zakres wskazań objętych refundacją  wg ICD 10 ,Poziom odpłatności,Wysokość dopłaty świadczeniobiorcy
626,Turoctocogum alfa,"NovoEight, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 1000 j.m.",1 fiol. + 1 amp.-strz.+ 1 łącznik fiol.,05909991203399,2023-01-01,10 miesięcy,"1090.1, Factor VIII coagulationis humanus recombinate","2505,60","2630,88","2630,88",B.15.,bezpłatny,0
627,Turoctocogum alfa,"NovoEight, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 1500 j.m.",1 fiol. + 1 amp.-strz.+ 1 łącznik fiol.,05909991203405,2023-01-01,10 miesięcy,"1090.1, Factor VIII coagulationis humanus recombinate","3758,40","3946,32","3946,32",B.15.,bezpłatny,0
628,Turoctocogum alfa,"NovoEight, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 2000 j.m.",1 fiol. + 1 amp.-strz.+ 1 łącznik fiol.,05909991203412,2023-01-01,10 miesięcy,"1090.1, Factor VIII coagulationis humanus recombinate","5011,20","5261,76","5261,76",B.15.,bezpłatny,0
629,Turoctocogum alfa,"NovoEight, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 250 j.m.",1 fiol. + 1 amp.-strz.+ 1 łącznik fiol.,05909991203375,2023-01-01,10 miesięcy,"1090.1, Factor VIII coagulationis humanus recombinate","626,40","657,72","657,72",B.15.,bezpłatny,0
630,Turoctocogum alfa,"NovoEight, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 3000 j.m.",1 fiol. + 1 amp.-strz.+ 1 łącznik fiol.,05909991203429,2023-01-01,10 miesięcy,"1090.1, Factor VIII coagulationis humanus recombinate","7516,80","7892,64","7892,64",B.15.,bezpłatny,0
631,Turoctocogum alfa,"NovoEight, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 500 j.m.",1 fiol. + 1 amp.-strz.+ 1 łącznik fiol.,05909991203382,2023-01-01,10 miesięcy,"1090.1, Factor VIII coagulationis humanus recombinate","1252,80","1315,44","1315,44",B.15.,bezpłatny,0
632,Tyldrakizumabum,"Ilumetri, roztwór do wstrzykiwań, 100 mg",1 ampułko-strzykawka 1 ml,08430308131700,2021-11-01,2 lata,"1233.0, Tyldrakizumab","13250,52","13913,05","13913,05",B.47.,bezpłatny,0
633,Upadacitinibum,"Rinvoq, tabl. o przedł. uwalnianiu, 15 mg",28 szt.,08054083020334,<1><2><3>2022-07-01/<4>2022-11-01,2 lata,"1244.0, Upadacytynib","3341,52","3508,60","3508,60",<1>B.33.; <2>B.35.; <3>B.36.; <4>B.124.,bezpłatny,0
634,Ustekinumabum,"Stelara, koncentrat do sporządzania roztworu do infuzji, 130 mg",1 fiolka (30ml),05909991307066,2022-01-01,2 lata,"1107.0, Ustekinumab","19032,00","19983,60","19983,60",B.32.; B.55.,bezpłatny,0
635,Ustekinumabum,"Stelara, roztwór do wstrzykiwań , 45 mg",1 amp-strz.,05909997077505,2023-01-01,3 lata,"1107.0, Ustekinumab","9967,47","10465,84","6917,40",B.47.,bezpłatny,0
636,Ustekinumabum,"Stelara, roztwór do wstrzykiwań w ampułko-strzykawce, 90 mg",1 amp-strz.,05909997077512,2022-01-01,2 lata,"1107.0, Ustekinumab","13176,00","13834,80","13834,80",B.32.; B.55.,bezpłatny,0
637,Vandetanibum,"Caprelsa, tabl. powl., 100 mg",30 szt.,05909990935437,2023-01-01,2 lata,"1202.0, Wandetanib","4868,10","5111,51","4669,25",B.108.,bezpłatny,0
638,Vandetanibum,"Caprelsa, tabl. powl., 300 mg",30 szt.,05909990935444,2023-01-01,2 lata,"1202.0, Wandetanib","13340,70","14007,74","14007,74",B.108.,bezpłatny,0
640,Vedolizumabum,"Entyvio, roztwór do wstrzykiwań, 108 mg/0,68 ml","2 wstrzyk. po 0,68 ml",07038319122857,2022-07-01,2 lata,"1176.0, Wedolizumab","3094,20","3248,91","3248,91",B.32.; B.55.,bezpłatny,0
639,Vedolizumabum,"Entyvio, proszek do sporządzania koncentratu roztworu do infuzji, 300 mg",1 fiol. proszku,05909991138202,2022-01-01,2 lata,"1176.0, Wedolizumab","6188,40","6497,82","6497,82",B.32.; B.55.,bezpłatny,0
641,Velaglucerasum alfa,"Vpriv, proszek do sporządzania roztworu do infuzji, 400 j.m.",1 fiol.,05909990816774,2022-07-01,3 lata,"1123.0, Welagluceraza alfa","4827,60","5068,98","5068,98",B.23.,bezpłatny,0
642,Vemurafenibum,"Zelboraf, tabl. powl., 240 mg",56 szt.,05909990935581,2022-01-01,3 lata,"1108.0, Wemurafenib","5071,41","5324,98","5324,98",B.59.,bezpłatny,0
643,Venetoclaxum,"Venclyxto, tabl. powl., 10 mg",14 szt.,08054083013688,<1>2021-11-01/<2>2022-09-01,2 lata,"1186.0, Venetoclax","258,26","271,17","271,17",<1>B.79.; <2>B.114.,bezpłatny,0
646,Venetoclaxum,"Venclyxto, tabl. powl., 100 mg",112 szt.,08054083013916,<1>2021-11-01/<2>2022-09-01,2 lata,"1186.0, Venetoclax","20660,83","21693,87","21693,87",<1>B.79.; <2>B.114.,bezpłatny,0
645,Venetoclaxum,"Venclyxto, tabl. powl., 100 mg",14 szt.,08054083013701,<1>2021-11-01/<2>2022-09-01,2 lata,"1186.0, Venetoclax","2582,60","2711,73","2711,73",<1>B.79.; <2>B.114.,bezpłatny,0
644,Venetoclaxum,"Venclyxto, tabl. powl., 100 mg",7 szt.,08054083013695,<1>2021-11-01/<2>2022-09-01,2 lata,"1186.0, Venetoclax","1291,30","1355,87","1355,87",<1>B.79.; <2>B.114.,bezpłatny,0
647,Venetoclaxum,"Venclyxto, tabl. powl., 50 mg",7 szt.,08054083013718,<1>2021-11-01/<2>2022-09-01,2 lata,"1186.0, Venetoclax","645,66","677,94","677,93",<1>B.79.; <2>B.114.,bezpłatny,0
648,Vismodegibum,"Erivedge, kaps. twarde, 150 mg",28 szt.,05902768001020,2023-03-01,4 miesiące,"1155.0, Wismodegib","17274,60","18138,33","18138,33",B.88.,bezpłatny,0
