 A 1. Leki refundowane dostępne w aptece na receptę w całym zakresie zarejestrowanych wskazań i przeznaczeń lub we wskazaniu określonym stanem klinicznym,,,,,,,,,,,,,,,
LP,Substancja czynna,Nazwa  postać i dawka,Zawartość opakowania,Numer GTIN lub inny kod jednoznacznie identyfikujący produkt,Termin wejścia w życie decyzji,Okres obowiązywania decyzji,Grupa limitowa,Urzędowa cena zbytu,Cena hurtowa brutto,Cena detaliczna,Wysokość limitu finansowania,Zakres wskazań objętych refundacją,Zakres wskazań pozarejestracyjnych objętych refundacją,Poziom odpłatności,Wysokość dopłaty świadczeniobiorcy
2438,Methotrexatum,"Methofill, roztwór do wstrzykiwań w ampułko-strzykawce, 50 mg/ml","1 amp.-strz.po 0,2 ml",05055565730911,"2020-03-01  - dla kolumny M, 2020-09-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","120.2, Leki przeciwnowotworowe i immunomodulujące - inne immunosupresanty - metotreksat do stosowania podskórnego","24,80","26,04","32,00","29,69",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,"5,51"
2439,Methotrexatum,"Methofill, roztwór do wstrzykiwań w ampułko-strzykawce, 50 mg/ml","1 amp.-strz.po 0,25 ml",05055565730959,"2020-03-01  - dla kolumny M, 2020-09-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","120.2, Leki przeciwnowotworowe i immunomodulujące - inne immunosupresanty - metotreksat do stosowania podskórnego","31,00","32,55","39,38","37,12",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,"5,46"
2440,Methotrexatum,"Methofill, roztwór do wstrzykiwań w ampułko-strzykawce, 50 mg/ml","1 amp.-strz.po 0,3 ml",05055565730966,"2020-03-01  - dla kolumny M, 2020-09-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","120.2, Leki przeciwnowotworowe i immunomodulujące - inne immunosupresanty - metotreksat do stosowania podskórnego","37,20","39,06","46,75","44,54",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,"5,41"
2441,Methotrexatum,"Methofill, roztwór do wstrzykiwań w ampułko-strzykawce, 50 mg/ml","1 amp.-strz.po 0,35 ml",05055565731000,"2020-03-01  - dla kolumny M, 2020-09-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","120.2, Leki przeciwnowotworowe i immunomodulujące - inne immunosupresanty - metotreksat do stosowania podskórnego","43,39","45,56","54,11","51,96",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,"5,35"
2442,Methotrexatum,"Methofill, roztwór do wstrzykiwań w ampułko-strzykawce, 50 mg/ml","1 amp.-strz.po 0,4 ml",05055565731024,"2020-03-01  - dla kolumny M, 2020-09-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","120.2, Leki przeciwnowotworowe i immunomodulujące - inne immunosupresanty - metotreksat do stosowania podskórnego","49,59","52,07","61,19","59,39",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,"5,00"
2443,Methotrexatum,"Methofill, roztwór do wstrzykiwań w ampułko-strzykawce, 50 mg/ml","1 amp.-strz.po 0,45 ml",05055565731062,"2020-03-01  - dla kolumny M, 2020-09-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","120.2, Leki przeciwnowotworowe i immunomodulujące - inne immunosupresanty - metotreksat do stosowania podskórnego","55,79","58,58","68,27","66,81",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,"4,66"
2444,Methotrexatum,"Methofill, roztwór do wstrzykiwań w ampułko-strzykawce, 50 mg/ml","1 amp.-strz.po 0,5 ml",05055565731079,"2020-03-01  - dla kolumny M, 2020-09-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","120.2, Leki przeciwnowotworowe i immunomodulujące - inne immunosupresanty - metotreksat do stosowania podskórnego","61,99","65,09","75,36","74,23",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,"4,33"
2445,Methotrexatum,"Methofill, roztwór do wstrzykiwań w ampułko-strzykawce, 50 mg/ml","1 amp.-strz.po 0,55 ml",05055565736319,"2018-05-01  - dla kolumny M, 2018-05-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","120.2, Leki przeciwnowotworowe i immunomodulujące - inne immunosupresanty - metotreksat do stosowania podskórnego","60,48","63,50","74,35","74,35",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,"3,20"
2446,Methotrexatum,"Methofill, roztwór do wstrzykiwań w ampułko-strzykawce, 50 mg/ml","1 amp.-strz.po 0,6 ml",05055565731116,"2020-03-01  - dla kolumny M, 2020-09-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","120.2, Leki przeciwnowotworowe i immunomodulujące - inne immunosupresanty - metotreksat do stosowania podskórnego","74,39","78,11","89,53","89,08",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,"3,65"
2447,Methotrexatum,"Methofill, roztwór do wstrzykiwań w ampułko-strzykawce, 50 mg/ml","4 amp.-strz.po 0,15 ml",05055565730898,"2020-03-01  - dla kolumny M, 2020-09-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","120.2, Leki przeciwnowotworowe i immunomodulujące - inne immunosupresanty - metotreksat do stosowania podskórnego","74,52","78,25","89,67","89,08",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,"3,79"
2448,Methotrexatum,"Methofill, roztwór do wstrzykiwań w ampułko-strzykawce, 50 mg/ml","4 amp.-strz.po 0,2 ml",05055565730928,"2020-03-01  - dla kolumny M, 2020-09-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","120.2, Leki przeciwnowotworowe i immunomodulujące - inne immunosupresanty - metotreksat do stosowania podskórnego","99,36","104,33","117,45","117,45",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,"3,20"
2449,Methotrexatum,"Methofill, roztwór do wstrzykiwań w ampułko-strzykawce, 50 mg/ml","4 amp.-strz.po 0,3 ml",05055565730973,"2020-03-01  - dla kolumny M, 2020-09-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","120.2, Leki przeciwnowotworowe i immunomodulujące - inne immunosupresanty - metotreksat do stosowania podskórnego","149,04","156,49","171,91","171,91",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,"3,20"
2450,Methotrexatum,"Methofill, roztwór do wstrzykiwań w ampułko-strzykawce, 50 mg/ml","4 amp.-strz.po 0,4 ml",05055565731031,"2020-03-01  - dla kolumny M, 2020-09-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","120.2, Leki przeciwnowotworowe i immunomodulujące - inne immunosupresanty - metotreksat do stosowania podskórnego","198,72","208,66","225,78","225,78",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,"3,41"
2451,Methotrexatum,"Methofill, roztwór do wstrzykiwań w ampułko-strzykawce, 50 mg/ml","4 amp.-strz.po 0,5 ml",05055565731086,"2020-03-01  - dla kolumny M, 2020-09-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","120.2, Leki przeciwnowotworowe i immunomodulujące - inne immunosupresanty - metotreksat do stosowania podskórnego","248,40","260,82","279,09","279,09",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,"4,27"
2452,Methotrexatum,"Methofill, roztwór do wstrzykiwań w ampułko-strzykawce, 50 mg/ml","4 amp.-strz.po 0,6 ml",05055565731123,"2020-03-01  - dla kolumny M, 2020-09-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","120.2, Leki przeciwnowotworowe i immunomodulujące - inne immunosupresanty - metotreksat do stosowania podskórnego","298,08","312,98","332,40","332,40",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,"5,12"
2453,Methotrexatum,"Methofill, roztwór do wstrzykiwań w ampułko-strzykawce, 50 mg/ml","8 amp.-strz.po 0,15 ml",05055565730904,"2020-03-01  - dla kolumny M, 2020-09-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","120.2, Leki przeciwnowotworowe i immunomodulujące - inne immunosupresanty - metotreksat do stosowania podskórnego","149,04","156,49","171,91","171,91",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,"3,20"
2454,Methotrexatum,"Methofill, roztwór do wstrzykiwań w ampułko-strzykawce, 50 mg/ml","8 amp.-strz.po 0,2 ml",05055565730935,"2020-03-01  - dla kolumny M, 2020-09-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","120.2, Leki przeciwnowotworowe i immunomodulujące - inne immunosupresanty - metotreksat do stosowania podskórnego","198,72","208,66","225,78","225,78",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,"3,41"
2455,Methotrexatum,"Methofill, roztwór do wstrzykiwań w ampułko-strzykawce, 50 mg/ml","8 amp.-strz.po 0,3 ml",05055565730980,"2020-03-01  - dla kolumny M, 2020-09-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","120.2, Leki przeciwnowotworowe i immunomodulujące - inne immunosupresanty - metotreksat do stosowania podskórnego","298,08","312,98","332,40","332,40",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,"5,12"
2456,Methotrexatum,"Methofill, roztwór do wstrzykiwań w ampułko-strzykawce, 50 mg/ml","8 amp.-strz.po 0,4 ml",05055565731048,"2020-03-01  - dla kolumny M, 2020-09-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","120.2, Leki przeciwnowotworowe i immunomodulujące - inne immunosupresanty - metotreksat do stosowania podskórnego","397,44","417,31","439,04","439,04",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,"6,83"
2457,Methotrexatum,"Methofill, roztwór do wstrzykiwań w ampułko-strzykawce, 50 mg/ml","8 amp.-strz.po 0,5 ml",05055565731093,"2020-03-01  - dla kolumny M, 2020-09-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","120.2, Leki przeciwnowotworowe i immunomodulujące - inne immunosupresanty - metotreksat do stosowania podskórnego","496,80","521,64","545,68","545,68",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,"8,53"
2458,Methotrexatum,"Methofill, roztwór do wstrzykiwań w ampułko-strzykawce, 50 mg/ml","8 amp.-strz.po 0,6 ml",05055565731130,"2020-03-01  - dla kolumny M, 2020-09-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","120.2, Leki przeciwnowotworowe i immunomodulujące - inne immunosupresanty - metotreksat do stosowania podskórnego","596,16","625,97","652,32","652,32",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,"10,24"
2459,Methotrexatum,"Methofill SD, roztwór do wstrzykiwań we wstrzykiwaczu, 15 mg",8 wstrzykiwaczy,05909991346867,"2018-11-01  - dla kolumny M, 2018-11-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","120.2, Leki przeciwnowotworowe i immunomodulujące - inne immunosupresanty - metotreksat do stosowania podskórnego","314,88","330,62","350,04","350,04",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,"5,12"
2460,Methotrexatum,"Methofill SD, roztwór do wstrzykiwań we wstrzykiwaczu, 17.5 mg",8 wstrzykiwaczy,05909991346898,"2018-11-01  - dla kolumny M, 2018-11-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","120.2, Leki przeciwnowotworowe i immunomodulujące - inne immunosupresanty - metotreksat do stosowania podskórnego","307,84","323,23","343,81","343,81",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,"5,97"
2461,Methotrexatum,"Methofill SD, roztwór do wstrzykiwań we wstrzykiwaczu, 20 mg",8 wstrzykiwaczy,05909991346928,"2018-11-01  - dla kolumny M, 2018-11-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","120.2, Leki przeciwnowotworowe i immunomodulujące - inne immunosupresanty - metotreksat do stosowania podskórnego","351,82","369,41","391,14","391,14",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,"6,83"
2462,Methotrexatum,"Methofill SD, roztwór do wstrzykiwań we wstrzykiwaczu, 25 mg",8 wstrzykiwaczy,05909991346980,"2018-11-01  - dla kolumny M, 2018-11-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","120.2, Leki przeciwnowotworowe i immunomodulujące - inne immunosupresanty - metotreksat do stosowania podskórnego","439,78","461,77","485,80","485,80",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,"8,53"
2463,Methotrexatum,"Methofill SD, roztwór do wstrzykiwań we wstrzykiwaczu, 30 mg",8 wstrzykiwaczy,05909991347048,"2018-11-01  - dla kolumny M, 2018-11-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","120.2, Leki przeciwnowotworowe i immunomodulujące - inne immunosupresanty - metotreksat do stosowania podskórnego","527,73","554,12","580,47","580,47",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,"10,24"
2464,Methotrexatum,"Methotrexat-Ebewe, tabl., 10 mg",50 szt.,05909990453924,"2019-03-01  - dla kolumny M, 2020-01-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","120.1, Leki przeciwnowotworowe i immunomodulujące - antymetabolity - metotreksat do stosowania doustnego","32,36","33,98","41,41","38,43",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,sarkoidoza; ziarniniakowe choroby płuc - w przypadkach innych niż określone w ChPL,ryczałt,"24,31"
2465,Methotrexatum,"Methotrexat-Ebewe, tabl., 10 mg",50 szt.,05909990453924,2019-03-01,3 lata,"120.1, Leki przeciwnowotworowe i immunomodulujące - antymetabolity - metotreksat do stosowania doustnego","32,36","33,98","41,41","38,43",Nowotwory złośliwe,,bezpłatny do limitu,"2,98"
2466,Methotrexatum,"Methotrexat-Ebewe, tabl., 5 mg",50 szt.,05909990453825,"2019-03-01  - dla kolumny M, 2020-01-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","120.1, Leki przeciwnowotworowe i immunomodulujące - antymetabolity - metotreksat do stosowania doustnego","16,18","16,99","21,78","19,21",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,sarkoidoza; ziarniniakowe choroby płuc - w przypadkach innych niż określone w ChPL,ryczałt,"13,24"
2467,Methotrexatum,"Methotrexat-Ebewe, tabl., 5 mg",50 szt.,05909990453825,2019-03-01,3 lata,"120.1, Leki przeciwnowotworowe i immunomodulujące - antymetabolity - metotreksat do stosowania doustnego","16,18","16,99","21,78","19,21",Nowotwory złośliwe,,bezpłatny do limitu,"2,57"
2468,Methotrexatum,"Metotab, tabl., 2.5 mg",100 tabl.,05909991064228,"2019-11-01  - dla kolumny M, 2020-01-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","120.1, Leki przeciwnowotworowe i immunomodulujące - antymetabolity - metotreksat do stosowania doustnego","15,66","16,44","21,23","19,21",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,sarkoidoza; ziarniniakowe choroby płuc - w przypadkach innych niż określone w ChPL,ryczałt,"12,69"
2469,Methotrexatum,"Metotab 10 mg, tabl., 10 mg",100 tabl.,05909991064303,"2019-11-01  - dla kolumny M, 2020-01-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","120.1, Leki przeciwnowotworowe i immunomodulujące - antymetabolity - metotreksat do stosowania doustnego","62,64","65,77","76,85","76,85",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,sarkoidoza; ziarniniakowe choroby płuc - w przypadkach innych niż określone w ChPL,ryczałt,"42,67"
2470,Methotrexatum,"Namaxir, roztwór do wstrzykiwań w ampułko-strzykawce, 10 mg",4 amp.-strz.,05909991252724,"2019-09-01  - dla kolumny M, 2020-03-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","120.2, Leki przeciwnowotworowe i immunomodulujące - inne immunosupresanty - metotreksat do stosowania podskórnego","90,18","94,69","107,81","107,81",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,"3,20"
2471,Methotrexatum,"Namaxir, roztwór do wstrzykiwań w ampułko-strzykawce, 15 mg",4 amp.-strz.,05909991252762,"2019-09-01  - dla kolumny M, 2020-03-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","120.2, Leki przeciwnowotworowe i immunomodulujące - inne immunosupresanty - metotreksat do stosowania podskórnego","139,32","146,29","161,71","161,71",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,"3,20"
2472,Methotrexatum,"Namaxir, roztwór do wstrzykiwań w ampułko-strzykawce, 20 mg",4 amp.-strz.,05909991252809,"2019-09-01  - dla kolumny M, 2020-03-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","120.2, Leki przeciwnowotworowe i immunomodulujące - inne immunosupresanty - metotreksat do stosowania podskórnego","189,54","199,02","216,14","216,14",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,"3,41"
2473,Methotrexatum,"Namaxir, roztwór do wstrzykiwań w ampułko-strzykawce, 25 mg",4 amp.-strz.,05909991252847,"2019-09-01  - dla kolumny M, 2020-03-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","120.2, Leki przeciwnowotworowe i immunomodulujące - inne immunosupresanty - metotreksat do stosowania podskórnego","239,76","251,75","270,02","270,02",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,"4,27"
2474,Methotrexatum,"Namaxir, roztwór do wstrzykiwań w ampułko-strzykawce, 30 mg",4 amp.-strz.,05909991252885,"2019-09-01  - dla kolumny M, 2020-03-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","120.2, Leki przeciwnowotworowe i immunomodulujące - inne immunosupresanty - metotreksat do stosowania podskórnego","290,52","305,05","324,47","324,47",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,"5,12"
2475,Methotrexatum,"Namaxir, roztwór do wstrzykiwań w ampułko-strzykawce, 7.5 mg",4 amp.-strz.,05909991252700,"2019-09-01  - dla kolumny M, 2020-03-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","120.2, Leki przeciwnowotworowe i immunomodulujące - inne immunosupresanty - metotreksat do stosowania podskórnego","66,42","69,74","81,16","81,16",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,"3,20"
2476,Methotrexatum,"Trexan, tabl., 10 mg",100 szt. (1 poj.po 100 szt),05909990730346,"2019-01-01  - dla kolumny M, 2020-01-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","120.1, Leki przeciwnowotworowe i immunomodulujące - antymetabolity - metotreksat do stosowania doustnego","64,26","67,47","78,55","76,85",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,sarkoidoza; ziarniniakowe choroby płuc - w przypadkach innych niż określone w ChPL,ryczałt,"44,37"
