"D. Leki, środki spożywcze specjalnego przeznaczenia żywieniowego oraz wyroby medyczne przysługujące świadczeniobiorcom, o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2020 r. poz. 1398, z późn. zm.)",,,,
LP,Substancja czynna,Nazwa i postać leku,Zawartość opakowania,Numer GTIN lub inny kod jednoznacznie identyfikujący produkt
1305,Perindoprili tosilas + Amlodipinum,"Vilpin Combi, tabl., 10+5 mg",30 szt.,05909991137526
1306,Perindoprili tosilas + Amlodipinum,"Vilpin Combi, tabl., 5+10 mg",30 szt.,05909991137472
1307,Perindoprili tosilas + Amlodipinum,"Vilpin Combi, tabl., 5+5 mg",30 szt.,05909991137212
1308,Perindoprili tosilas + Indapamidum,"Indix Combi, tabl. powl., 10+2,5 mg",30 szt.,05909991316600
1309,Perindoprilum,"Prenessa, tabl., 4 mg",30 szt. (1 x 30 szt.),05909990569311
1310,Perindoprilum,"Prestarium 10 mg, tabl. powl., 10 mg",30 szt. (1 blist.po 30 szt.),05909990336081
1311,Perindoprilum,"Prestarium 5 mg, tabl. powl., 5 mg",30 szt. (1 blist.po 30 szt.),05909990337774
1312,Perindoprilum + Amlodipinum,"Amlessa, tabl., 4+10 mg",90 tabl.,05909990908189
1313,Perindoprilum + Amlodipinum,"Amlessa, tabl., 4+5 mg",90 tabl.,05909990908158
1314,Perindoprilum + Amlodipinum,"Amlessa, tabl., 8+10 mg",90 tabl.,05909990908264
1315,Perindoprilum + Amlodipinum,"Amlessa, tabl., 8+5 mg",90 tabl.,05909990908233
1316,Perindoprilum + Indapamidum,"Co-Prenessa, tabl., 8+2,5 mg",30 szt.,05909990850167
1317,Perindoprilum + Indapamidum,"Indix Combi, tabl. powl., 2,5+0,625 mg",30 szt.,05909991050290
1318,Perindoprilum + Indapamidum,"Indix Combi, tabl. powl., 5+1,25 mg",30 szt.,05909991050344
1319,Perindoprilum + Indapamidum,"Noliprel Bi-Forte, tabl. powl., 10+2,5 mg",30 szt. (1 poj.po 30 szt.),05909990707782
1320,Perindoprilum + Indapamidum,"Noliprel Forte, tabl. powl., 5+1,25 mg",30 szt. (1 poj.po 30 szt.),05909990055029
1321,Perindoprilum + Indapamidum,"Tertensif Bi-Kombi, tabl. powl., 10+2,5 mg",30 szt. (1 poj.po 30 szt.),05909990715206
1322,Perindoprilum + Indapamidum,"Tertensif Kombi, tabl. powl., 5+1,25 mg",30 szt. (1 poj.po 30 szt.),05909990055678
1323,Perindoprilum argininum + Amlodipinum,"Co-Prestarium, tabl., 10+10 mg",30 szt.,05909990669400
1324,Perindoprilum argininum + Amlodipinum,"Co-Prestarium, tabl., 10+5 mg",30 szt.,05909990669332
1325,Perindoprilum argininum + Amlodipinum,"Co-Prestarium, tabl., 5+10 mg",30 szt.,05909990669387
1326,Perindoprilum argininum + Amlodipinum,"Co-Prestarium, tabl., 5+5 mg",30 szt.,05909990669301
1327,Phenobarbitalum,"Luminalum Unia, tabl., 100 mg",10 szt. (1 blist.po 10 szt.),05909990812615
1328,Phenobarbitalum,"Luminalum, tabl., 100 mg",10 szt.,05909990260614
1329,Phenytoinum,"Phenytoinum WZF, tabl., 100 mg",60 szt. (4 blist.po 15 szt.),05909990093519
1330,Pilocarpini hydrochloridum,"Pilocarpinum WZF 2%, krople do oczu, roztwór, 20 mg/ml",10 ml (2x5 ml),05909990237524
1331,Piribedilum,"Pronoran, tabl. powl. o przedłużonym uwalnianiu, 50 mg",30 szt. (2 blist.po 15 szt.),05909990846320
1332,Pramipexolum,"Oprymea, tabl. o przedł. uwalnianiu, 0,26+0,52+1,05 mg",21 szt.,05909991238773
1333,Pramipexolum,"Oprymea, tabl. o przedł. uwalnianiu, 1,05 mg",30 szt.,05909991238582
1334,Pramipexolum,"Oprymea, tabl. o przedł. uwalnianiu, 1,57 mg",30 szt.,05909991238629
1335,Pramipexolum,"Oprymea, tabl. o przedł. uwalnianiu, 2,1 mg",30 szt.,05909991238667
1336,Pregabalinum,"Lyrica, kaps. twarde, 150 mg",14 szt.,05909990009350
1337,Pregabalinum,"Lyrica, kaps. twarde, 150 mg",56 szt.,05903792743252
1338,Pregabalinum,"Lyrica, kaps. twarde, 150 mg",56 szt.,05909990009367
1339,Pregabalinum,"Lyrica, kaps. twarde, 75 mg",14 szt.,05909990009282
1340,Pregabalinum,"Lyrica, kaps. twarde, 75 mg",56 szt.,05909990009299
1341,Pregabalinum,"Lyrica, kapsułki twarde, 150 mg",56 kaps.,05901878600550
1342,Pregabalinum,"Lyrica, kapsułki twarde, 75 mg",56 kaps.,05901878600543
1343,Pregabalinum,"Naxalgan, kaps. twarde, 150 mg",60 szt.,05909991378295
1344,Pregabalinum,"Naxalgan, kaps. twarde, 300 mg",60 szt.,05909991378356
1345,Pregabalinum,"Naxalgan, kaps. twarde, 75 mg",60 szt.,05909991378226
1346,Pregabalinum,"Preato, tabl., 100 mg",56 szt.,05909991400460
1347,Pregabalinum,"Preato, tabl., 150 mg",56 szt.,05909991400477
1348,Pregabalinum,"Preato, tabl., 200 mg",56 szt.,05909991400484
1349,Pregabalinum,"Preato, tabl., 75 mg",28 szt.,05909991421236
1350,Pregabalinum,"Preato, tabl., 75 mg",56 szt.,05909991400453
1351,Pregabalinum,"Pregabalin Sandoz, kapsułki twarde, 150 mg",70 kaps.,05907626705072
1352,Pregabalinum,"Pregabalin Sandoz, kapsułki twarde, 75 mg",70 kaps.,05907626704839
1353,Propranololi hydrochloridum,"Propranolol Accord, tabl. powl., 40 mg",50 szt.,05909991033590
1354,Propranololum,"Propranolol Accord, tabletki powlekane, 10 mg",50 tabl.,05909991033507
1355,Propranololum,"Propranolol WZF, tabl., 10 mg",50 szt. (2 blist.po 25 szt.),05909990112111
1356,Propranololum,"Propranolol WZF, tabl., 40 mg",50 szt. (2 blist.po 25 szt.),05909990112210
1357,Pyridostigmini bromidum,"Mestinon, tabl. drażowane, 60 mg",150 szt. (1 but.po 150 szt.),05909991014421
1358,Quinaprilum,"Accupro 10, tabl. powl., 10 mg",30 szt. (3 blist.po 10 tabl.),05909990707010
1359,Quinaprilum,"Accupro 20, tabl. powl., 20 mg",30 szt. (3 blist.po 10 tabl.),05909990707119
1360,Quinaprilum,"Accupro 40, tabl. powl., 40 mg",28 szt. (4 blist.po 7 tabl.),05909991080129
1361,Quinaprilum,"Accupro 5, tabl. powl., 5 mg",30 szt. (3 blist.po 10 tabl.),05909990706914
1362,Quinaprilum,"Acurenal, tabl. powl., 10 mg",30 szt. (3 blist.po 10 szt.),05909991125516
1363,Quinaprilum,"Acurenal, tabl. powl., 20 mg",30 szt. (3 blist.po 10 szt.),05909991125615
1364,Quinaprilum,"Acurenal, tabl. powl., 40 mg",30 szt.,05909990953882
1365,Quinaprilum,"Acurenal, tabl. powl., 5 mg",30 szt. (3 blist.po 10 szt.),05909991125417
1366,Quinaprilum,"Pulsaren 20, tabl. powl., 20 mg",30 szt.,05909991165710
1367,Ramiprilum,"Ampril 10 mg tabletki, tabl., 10 mg",30 szt.,05909991340766
1368,Ramiprilum,"Ampril 10 mg tabletki, tabl., 10 mg",30 szt. (3 blist.po 10 szt.),05909990571468
1369,Ramiprilum,"Ampril 10 mg tabletki, tabl., 10 mg",60 szt. (6 blist.po 10 szt.),05909990571475
1370,Ramiprilum,"Ampril 10 mg tabletki, tabletki, 10 mg",30 szt.,05909991308971
1371,Ramiprilum,"Ampril 5 mg tabletki, tabl., 5 mg",30 szt. (3 blist.po 10 szt.),05909990571499
1372,Ramiprilum,"Ampril 5 mg tabletki, tabl., 5 mg",60 szt. (6 blist.po 10 szt.),05909990571505
1373,Ramiprilum,"Apo-Rami, tabl., 10 mg",28 szt. (2 blist.po 14 szt.),05909990653379
1374,Ramiprilum,"Apo-Rami, tabl., 2,5 mg",28 szt. (2 blist.po 14 szt.),05909990653355
1375,Ramiprilum,"Apo-Rami, tabl., 5 mg",28 szt. (2 blist.po 14 szt.),05909990653362
1376,Ramiprilum,"Axtil, tabl., 10 mg",30 szt. (3 blist.po 10 szt.),05909990337989
1377,Ramiprilum,"Axtil, tabl., 2,5 mg",30 szt. (3 blist.po 10 szt.),05909990337958
1378,Ramiprilum,"Axtil, tabl., 5 mg",30 szt. (3 blist.po 10 szt.),05909990337972
1379,Ramiprilum,"Ivipril, tabl., 10 mg",28 szt.,05909990962020
1380,Ramiprilum,"Ivipril, tabl., 2,5 mg",28 szt.,05909990961955
1381,Ramiprilum,"Ivipril, tabl., 5 mg",28 szt.,05909990961986
1382,Ramiprilum,"Piramil 10 mg, tabl., 10 mg",28 szt. (4 blist.po 7 szt.),05909990661756
1383,Ramiprilum,"Piramil 10 mg, tabl., 10 mg",30 szt.,05909991344603
1384,Ramiprilum,"Piramil 10 mg, tabletki, 10 mg",30 szt.,05909991369910
1385,Ramiprilum,"Piramil 2,5 mg, tabl., 2,5 mg",30 szt. (3 blist.po 10 szt.),05909990212170
1386,Ramiprilum,"Piramil 5 mg, tabl., 5 mg",30 szt. (3 blist.po 10 szt.),05909990212248
1387,Ramiprilum,"Piramil 5 mg, tabletki, 5 mg",30 szt.,05909991369903
1388,Ramiprilum,"Polpril, kaps. twarde, 10 mg",28 szt. (2 blist.po 14 szt.),05909990694655
1389,Ramiprilum,"Polpril, kaps. twarde, 5 mg",28 szt. (2 blist.po 14 szt.),05909990694631
1390,Ramiprilum,"Polpril, tabl., 10 mg",28 szt.,05909990924653
1391,Ramiprilum,"Polpril, tabl., 2,5 mg",28 szt.,05909990924608
1392,Ramiprilum,"Polpril, tabl., 5 mg",28 szt.,05909990924646
1393,Ramiprilum,"Ramicor, tabl. powl., 10 mg",28 szt.,05909991093334
1394,Ramiprilum,"Ramicor, tabl. powl., 2,5 mg",28 szt.,05909991093280
1395,Ramiprilum,"Ramicor, tabl. powl., 5 mg",28 szt.,05909991093303
1396,Ramiprilum,"Ramipril Aurovitas, tabl., 10 mg",30 szt.,05909991326012
1397,Ramiprilum,"Ramipril Aurovitas, tabl., 2,5 mg",30 szt.,05909991325893
1398,Ramiprilum,"Ramipril Aurovitas, tabl., 5 mg",30 szt.,05909991325954
1399,Ramiprilum,"Ramipril Genoptim, tabl., 10 mg",28 szt.,05909991316655
1400,Ramiprilum,"Ramipril Genoptim, tabl., 5 mg",28 szt.,05909991316464
1401,Ramiprilum,"Ramipril Krka, tabl., 10 mg",28 szt.,05909991070540
1402,Ramiprilum,"Ramipril Krka, tabl., 5 mg",28 szt.,05909991070441
1403,Ramiprilum,"Ramistad 10, tabl., 10 mg",28 szt. (2 blist.po 14 szt.),05909990017461
1404,Ramiprilum,"Ramistad 2,5, tabl., 2,5 mg",28 szt. (2 blist.po 14 szt.),05909990017447
1405,Ramiprilum,"Ramistad 5, tabl., 5 mg",28 szt. (2 blist.po 14 szt.),05909990017454
1406,Ramiprilum,"Ramve 10 mg, kaps. twarde, 10 mg",28 szt.,05909990047987
1407,Ramiprilum,"Ramve 2,5 mg, kaps. twarde, 2,5 mg",28 szt.,05909990047949
1408,Ramiprilum,"Ramve 5 mg, kaps. twarde, 5 mg",28 szt.,05909990047963
1409,Ramiprilum,"Tritace 10, tabl., 10 mg",28 szt.,05909991401566
1410,Ramiprilum,"Tritace 10, tabl., 10 mg",28 szt.,05909991402006
1411,Ramiprilum,"Tritace 10, tabl., 10 mg",28 szt.,05909991411640
1412,Ramiprilum,"Tritace 10, tabl., 10 mg",28 szt.,05909991414153
1413,Ramiprilum,"Tritace 10, tabl., 10 mg",28 szt.,05909991427153
1414,Ramiprilum,"Tritace 10, tabl., 10 mg",28 szt. (2 blist.po 14 szt.),05909990916016
1415,Ramiprilum,"Tritace 10, tabletki, 10 mg",28 tabl.,05909991367084
1416,Ramiprilum,"Tritace 2,5, tabl., 2,5 mg",28 szt. (2 blist.po 14 szt.),05909990478217
1417,Ramiprilum,"Tritace 5, tabl., 5 mg",28 szt. (2 blist.po 14 szt.),05909990478316
1418,Ramiprilum,"Vivace 10 mg, tabl., 10 mg",28 szt.,05909991427276
1419,Ramiprilum,"Vivace 10 mg, tabl., 10 mg",30 szt. (3 blist.po 10 szt.),05909990610532
1420,Ramiprilum,"Vivace 10 mg, tabl., 10 mg",90 szt.,05909991004392
1421,Ramiprilum,"Vivace 2,5 mg, tabl., 2,5 mg",30 szt. (3 blist.po 10 szt.),05909990610440
1422,Ramiprilum,"Vivace 2,5 mg, tabl., 2,5 mg",90 szt.,05909991004378
1423,Ramiprilum,"Vivace 5 mg, tabl., 5 mg",28 szt.,05909991427252
1424,Ramiprilum,"Vivace 5 mg, tabl., 5 mg",30 szt. (3 blist.po 10 szt.),05909990610495
1425,Ramiprilum,"Vivace 5 mg, tabl., 5 mg",90 szt.,05909991004385
1426,Ramiprilum + Amlodipinum,"Egiramlon, kaps. twarde, 10+10 mg",30 szt.,05909990936885
1427,Ramiprilum + Amlodipinum,"Egiramlon, kaps. twarde, 10+5 mg",30 szt.,05909990936854
1428,Ramiprilum + Amlodipinum,"Egiramlon, kaps. twarde, 5+10 mg",30 szt.,05909990936809
1429,Ramiprilum + Amlodipinum,"Egiramlon, kaps. twarde, 5+5 mg",30 szt.,05909990936779
1430,Ramiprilum + Amlodipinum,"Ramizek Combi, kaps. twarde, 10+10 mg",60 szt.,05909991142728
1431,Ramiprilum + Amlodipinum,"Ramizek Combi, kaps. twarde, 10+5 mg",60 szt.,05909991142643
1432,Ramiprilum + Amlodipinum,"Ramizek Combi, kaps. twarde, 5+10 mg",60 szt.,05909991142674
1433,Ramiprilum + Amlodipinum,"Ramizek Combi, kaps. twarde, 5+5 mg",60 szt.,05909991142513
1434,Ramiprilum + Amlodipinum,"Ramizek Combi, kaps., 10+10 mg",30 szt.,05909991142759
1435,Ramiprilum + Amlodipinum,"Ramizek Combi, kaps., 10+5 mg",30 szt.,05909991142636
1436,Ramiprilum + Amlodipinum,"Ramizek Combi, kaps., 5+10 mg",30 szt.,05909991142681
1437,Ramiprilum + Amlodipinum,"Ramizek Combi, kaps., 5+5 mg",30 szt.,05909991142520
1438,Ramiprilum + Amlodipinum,"Rimal, kaps. twarde, 10+10 mg",30 szt.,05903060611542
1439,Ramiprilum + Amlodipinum,"Rimal, kaps. twarde, 10+5 mg",30 szt.,05903060611504
1440,Ramiprilum + Amlodipinum,"Rimal, kaps. twarde, 5+10 mg",30 szt.,05903060611467
1441,Ramiprilum + Amlodipinum,"Rimal, kaps. twarde, 5+5 mg",30 szt.,05903060611429
1442,Ramiprilum + Amlodipinum,"Sumilar, kaps. twarde, 10+10 mg",30 szt.,05909990988334
1443,Ramiprilum + Amlodipinum,"Sumilar, kaps. twarde, 10+5 mg",30 szt.,05909990988297
1444,Ramiprilum + Amlodipinum,"Sumilar, kaps. twarde, 5+10 mg",30 szt.,05909990988273
1445,Ramiprilum + Amlodipinum,"Sumilar, kaps. twarde, 5+5 mg",30 szt.,05909990988259
1446,Ramiprilum + Felodipinum,"Delmuno 2,5, tabl. powl., 2,5+2,5 mg",28 szt.,05909990973118
1447,Ramiprilum + Felodipinum,"Delmuno 5, tabl. powl., 5+5 mg",28 szt.,05909990973217
1448,Ramiprilum + Hydrochlorothiazidum,"Ampril HD, tabl., 5+25 mg",30 szt. (3 blist.po 10 szt.),05909990573233
1449,Ramiprilum + Hydrochlorothiazidum,"Ampril HL, tabl., 2,5+12,5 mg",30 szt. (3 blist.po 10 szt.),05909990573226
1450,Ramiprilum + Hydrochlorothiazidum,"Tritace 2,5 Comb, tabl., 2,5+12,5 mg",28 szt. (2 blist.po 14 szt.),05909990885312
1451,Ramiprilum + Hydrochlorothiazidum,"Tritace 5 Comb, tabl., 5+25 mg",28 szt. (2 blist.po 14 szt.),05909990885411
1452,Risedronatum natricum,"Risendros 35, tabl. powl., 35 mg",4 szt. (1 blist.po 4 szt.),05909990082599
1453,Rivaroxabanum,"Xarelto, tabl. powl., 15 mg",14 szt.,05909990910601
1454,Rivaroxabanum,"Xarelto, tabl. powl., 15 mg",42 szt.,05909990910663
1455,Rivaroxabanum,"Xarelto, tabl. powl., 20 mg",14 szt.,05909990910700
1456,Rivaroxabanum,"Xarelto, tabl., 10 mg",10 szt.,05909990658145
1457,Rivastigminum,"Evertas, system transdermalny, plaster, 4,6 mg/24h",30 szt.,05909991078386
1458,Rivastigminum,"Evertas, system transdermalny, plaster, 9,5 mg/24h",30 szt.,05909991078454
1459,Rivastigminum,"Exelon, system transdermalny, 13,3 mg/24h",30 sasz.,05909991032609
1460,Rivastigminum,"Exelon, system transdermalny, 4,6 mg/24h",30 sasz.,05909990066704
1461,Rivastigminum,"Exelon, system transdermalny, 9,5 mg/24h",30 sasz.,05909990066766
1462,Rivastigminum,"Nimvastid, kaps. twarde, 1,5 mg",28 szt.,05909990700646
1463,Rivastigminum,"Nimvastid, kaps. twarde, 3 mg",28 szt.,05909990700684
1464,Rivastigminum,"Nimvastid, kaps. twarde, 3 mg",56 szt.,05909990700707
1465,Rivastigminum,"Nimvastid, kaps. twarde, 4,5 mg",28 szt.,05909990700738
1466,Rivastigminum,"Nimvastid, kaps. twarde, 4,5 mg",56 szt.,05909990700752
1467,Rivastigminum,"Nimvastid, kaps. twarde, 6 mg",28 szt.,05909990700790
1468,Rivastigminum,"Nimvastid, kaps. twarde, 6 mg",56 szt.,05909990700844
1469,Rivastigminum,"Nimvastid, tabl. ulegające rozpadowi w jamie ustnej, 1,5 mg",28 szt.,05909990700660
1470,Rivastigminum,"Nimvastid, tabl. ulegające rozpadowi w jamie ustnej, 3 mg",28 szt.,05909990700691
1471,Rivastigminum,"Nimvastid, tabl. ulegające rozpadowi w jamie ustnej, 3 mg",56 szt.,05909990700721
1472,Rivastigminum,"Nimvastid, tabl. ulegające rozpadowi w jamie ustnej, 4,5 mg",28 szt.,05909990700745
1473,Rivastigminum,"Nimvastid, tabl. ulegające rozpadowi w jamie ustnej, 4,5 mg",56 szt.,05909990700769
1474,Rivastigminum,"Nimvastid, tabl. ulegające rozpadowi w jamie ustnej, 6 mg",28 szt.,05909990700806
1475,Rivastigminum,"Nimvastid, tabl. ulegające rozpadowi w jamie ustnej, 6 mg",56 szt.,05909990700851
1476,Rivastigminum,"Ristidic, kaps. twarde, 1,5 mg",28 szt.,05909990782048
1477,Rivastigminum,"Ristidic, kaps. twarde, 1,5 mg",56 szt.,05909990782055
1478,Rivastigminum,"Ristidic, kaps. twarde, 3 mg",28 szt.,05909990782079
1479,Rivastigminum,"Ristidic, kaps. twarde, 3 mg",56 szt.,05909990782086
1480,Rivastigminum,"Ristidic, kaps. twarde, 4,5 mg",28 szt.,05909990782147
1481,Rivastigminum,"Ristidic, kaps. twarde, 4,5 mg",56 szt.,05909990782154
1482,Rivastigminum,"Ristidic, kaps. twarde, 6 mg",28 szt.,05909990782178
1483,Rivastigminum,"Ristidic, kaps. twarde, 6 mg",56 szt.,05909990782185
1484,Rivastigminum,"Rivaldo, kaps. twarde, 3 mg",56 szt.,05909990816255
1485,Rivastigminum,"Rivaldo, kaps. twarde, 4,5 mg",28 szt.,05909990816262
1486,Rivastigminum,"Rivaldo, kaps. twarde, 4,5 mg",56 szt.,05909990816279
1487,Rivastigminum,"Rivaldo, kaps. twarde, 6 mg",28 szt.,05909990816286
1488,Rivastigminum,"Rivaldo, kaps. twarde, 6 mg",56 szt.,05909990816293
1489,Rivastigminum,"Rivastigmin NeuroPharma, kaps. twarde, 1,5 mg",28 szt.,05909990982981
1490,Rivastigminum,"Rivastigmin NeuroPharma, kaps. twarde, 3 mg",28 szt.,05909990983162
1491,Rivastigminum,"Rivastigmin NeuroPharma, kaps. twarde, 3 mg",56 szt.,05909990983179
1492,Rivastigminum,"Rivastigmin NeuroPharma, kaps. twarde, 4,5 mg",28 szt.,05909990983308
1493,Rivastigminum,"Rivastigmin NeuroPharma, kaps. twarde, 4,5 mg",56 szt.,05909990983322
1494,Rivastigminum,"Rivastigmin NeuroPharma, kaps. twarde, 6 mg",28 szt.,05909990983506
1495,Rivastigminum,"Rivastigmin NeuroPharma, kaps. twarde, 6 mg",56 szt.,05909990983544
1496,Rivastigminum,"Rivastigmin Orion, kaps. twarde, 3 mg",28 szt.,05909990778935
1497,Rivastigminum,"Rivastigmin Orion, kaps. twarde, 3 mg",56 szt.,05909990778942
1498,Rivastigminum,"Rivastigmin Orion, kaps. twarde, 4,5 mg",28 szt.,05909990778966
1499,Rivastigminum,"Rivastigmin Orion, kaps. twarde, 4,5 mg",56 szt.,05909990778973
1500,Rivastigminum,"Rivastigmin Orion, kaps. twarde, 6 mg",28 szt.,05909990778997
1501,Rivastigminum,"Rivastigmin Orion, kaps. twarde, 6 mg",56 szt.,05909990779000
1502,Rivastigminum,"Rivastigmine Mylan, kaps. twarde, 1,5 mg",28 szt.,05909990803156
1503,Rivastigminum,"Rivastigmine Mylan, kaps. twarde, 3 mg",28 szt.,05909990803545
1504,Rivastigminum,"Rivastigmine Mylan, kaps. twarde, 3 mg",56 szt.,05909990803569
1505,Rivastigminum,"Rivastigmine Mylan, kaps. twarde, 4,5 mg",28 szt.,05909990803781
1506,Rivastigminum,"Rivastigmine Mylan, kaps. twarde, 4,5 mg",56 szt.,05909990803804
1507,Rivastigminum,"Rivastigmine Mylan, kaps. twarde, 6 mg",28 szt.,05909990804085
1508,Rivastigminum,"Rivastigmine Mylan, kaps. twarde, 6 mg",56 szt.,05909990804108
1509,Rivastigminum,"Rivastigmine Mylan, system transdermalny, plaster, 4,6 mg/24h",30 szt.,05909991078294
1510,Rivastigminum,"Rivastigmine Mylan, system transdermalny, plaster, 9,5 mg/24h",30 szt.,05909991078348
1511,Rivastigminum,"Rywastygmina Apotex, system transdermalny, plaster, 4,6 mg/24 h",30 szt.,05909991067595
1512,Rivastigminum,"Rywastygmina Apotex, system transdermalny, plaster, 9,5 mg/24h",30 szt.,05909991067632
1513,Ropinirolum,"Aparxon PR, tabl. o przedłużonym uwalnianiu, 2 mg",28 szt.,05909990877683
1514,Ropinirolum,"Aparxon PR, tabl. o przedłużonym uwalnianiu, 4 mg",28 szt.,05909990878000
1515,Ropinirolum,"Aparxon PR, tabl. o przedłużonym uwalnianiu, 8 mg",28 szt.,05909990878086
1516,Ropinirolum,"ApoRopin, tabl. o przedłużonym uwalnianiu, 2 mg",28 szt.,05909990992607
1517,Ropinirolum,"ApoRopin, tabl. o przedłużonym uwalnianiu, 4 mg",28 szt.,05909990992683
1518,Ropinirolum,"ApoRopin, tabl. o przedłużonym uwalnianiu, 8 mg",28 szt.,05909990992775
1519,Ropinirolum,"Aropilo SR, tabl. o przedł. uwalnianiu, 2 mg",28 szt.,05909990998586
1520,Ropinirolum,"Aropilo SR, tabl. o przedł. uwalnianiu, 4 mg",28 szt.,05909990998982
1521,Ropinirolum,"Aropilo SR, tabl. o przedł. uwalnianiu, 8 mg",28 szt.,05909990999156
1522,Ropinirolum,"Aropilo, tabl. powl., 0,25 mg",210 szt.,05909990731954
1523,Ropinirolum,"Aropilo, tabl. powl., 0,5 mg",21 szt.,05909990731985
1524,Ropinirolum,"Aropilo, tabl. powl., 1 mg",21 szt.,05909990732074
1525,Ropinirolum,"Aropilo, tabl. powl., 2 mg",21 szt.,05909990732227
1526,Ropinirolum,"Aropilo, tabl. powl., 5 mg",21 szt.,05909990732333
1527,Ropinirolum,"Ceurolex SR, tabl. o przedłużonym uwalnianiu, 2 mg",28 szt.,05909991049294
1528,Ropinirolum,"Ceurolex SR, tabl. o przedłużonym uwalnianiu, 4 mg",28 szt.,05909991049355
1529,Ropinirolum,"Ceurolex SR, tabl. o przedłużonym uwalnianiu, 8 mg",28 szt.,05909991049393
1530,Ropinirolum,"Nironovo SR, tabl. o przedł. uwalnianiu, 2 mg",28 szt.,05909990990085
1531,Ropinirolum,"Nironovo SR, tabl. o przedł. uwalnianiu, 4 mg",28 szt.,05909990990092
1532,Ropinirolum,"Nironovo SR, tabl. o przedł. uwalnianiu, 8 mg",28 szt.,05909990990108
1533,Ropinirolum,"Polpix SR, tabl. o przedł. uwalnianiu, 2 mg",28 szt.,05909990988198
1534,Ropinirolum,"Polpix SR, tabl. o przedł. uwalnianiu, 4 mg",28 szt.,05909990988204
1535,Ropinirolum,"Polpix SR, tabl. o przedł. uwalnianiu, 8 mg",28 szt.,05909990988242
1536,Ropinirolum,"Repirol SR, tabl. doustne o przedłużonym uwalnianiu, 2 mg",28 szt.,05909990983582
1537,Ropinirolum,"Repirol SR, tabl. doustne o przedłużonym uwalnianiu, 4 mg",28 szt.,05909990983803
1538,Ropinirolum,"Repirol SR, tabl. doustne o przedłużonym uwalnianiu, 8 mg",28 szt.,05909990983971
1539,Ropinirolum,"Requip, tabl. powl., 0,5 mg",21 szt. (1 blist.po 21 szt.),05909990013685
1540,Ropinirolum,"Requip, tabl. powl., 1 mg",21 szt. (1 blist.po 21 szt.),05909990013890
1541,Ropinirolum,"Requip, tabl. powl., 2 mg",21 szt. (1 blist.po 21 szt.),05909990013586
1542,Ropinirolum,"Requip, tabl. powl., 5 mg",21 szt. (1 blist.po 21 szt.),05909990013968
1543,Ropinirolum,"Requip-Modutab, tabl. o przedłużonym uwalnianiu, 2 mg",28 szt. (2 blist.po 14 szt.),05909990644728
1544,Ropinirolum,"Requip-Modutab, tabl. o przedłużonym uwalnianiu, 4 mg",28 szt. (2 blist.po 14 szt.),05909990644612
1545,Ropinirolum,"Requip-Modutab, tabl. o przedłużonym uwalnianiu, 8 mg",28 szt. (2 blist.po 14 szt.),05909990644636
1546,Ropinirolum,"Rolpryna SR, tabl. o przedł. uwalnianiu, 2 mg",84 szt.,05909991033781
1547,Ropinirolum,"Rolpryna SR, tabl. o przedł. uwalnianiu, 4 mg",84 szt.,05909991033798
1548,Ropinirolum,"Rolpryna SR, tabl. o przedł. uwalnianiu, 8 mg",84 szt.,05909991033804
1549,Ropinirolum,"Rolpryna SR, tabl. o przedłużonym uwalnianiu, 2 mg",28 szt.,05909990855766
1550,Ropinirolum,"Rolpryna SR, tabl. o przedłużonym uwalnianiu, 4 mg",28 szt.,05909990855773
1551,Ropinirolum,"Rolpryna SR, tabl. o przedłużonym uwalnianiu, 4 mg",28 szt.,05909991391485
1552,Ropinirolum,"Rolpryna SR, tabl. o przedłużonym uwalnianiu, 8 mg",28 szt.,05909990855780
1553,Ropinirolum,"Rolpryna SR, tabl. o przedłużonym uwalnianiu, 8 mg",28 szt.,05909991391683
1554,Ropinirolum,"Ropodrin, tabl. o przedłużonym uwalnianiu, 2 mg",28 tabl.,05909990963874
